Tag,出现次数,中文描述,权重,类别,类别名称
group_membership,1,组( 成员),0.0002,,
holiday_category,1,假日( C),0.0002,,
ice_cream_flavor,1,冰激凌 风味,0.0002,,
important_person,1,重要人物,0.0002,,
important_topics,1,重要主题( T),0.0002,,
independent_city,1,独立城市( C),0.0002,,
influentialwomen,1,具有影响力的妇女,0.0002,,
injury_treatment,1,伤害-治疗,0.0002,,
jonathan_goodman,1,乔纳森好人,0.0002,,
local_businesses,1,本地企业,0.0002,,
measurement_unit,1,测量 单位,0.0002,,
molecular_entity,1,分子 实体,0.0002,,
musical_composer,1,音乐组合器,0.0002,,
oakvillebusiness,1,奥克维尔企业,0.0002,,
person_with_name,1,名称( W),0.0002,,
phenotypic_trait,1,双螺旋,0.0002,,
photograph_album,1,图片( album),0.0002,,
popular_websites,1,流行网站( W),0.0002,,
power_plant_type,1,电源 植入 类型,0.0002,,
printmaking_term,1,打印时间( T):,0.0002,,
product_promoted,1,产品 推广,0.0002,,
railway_operator,1,铁道操作器,0.0002,,
recording_studio,1,记录  studio,0.0002,,
roadrunnertalent,1,道路通畅度,0.0002,,
sociology_theory,1,社会学 理论,0.0002,,
soundengineering,1,音响工程,0.0002,,
sovereign_domain,1,主权区域,0.0002,,
subject_taxonomy,1,主题( T),0.0002,,
technology_class,1,技术 类,0.0002,,
tigerbloodintern,1,虎血实习生,0.0002,,
topic_film_title,1,专题 电影 标题,0.0002,,
tournament_event,1,锦标赛 活动,0.0002,,
tv_producer_type,1,tv 制片人 类型,0.0002,,
uml_diagram_type,1,uml diagram 类型,0.0002,,
us_national_park,1,us 国家( P),0.0002,,
whurrraywebworld,1,微风网世界,0.0002,,
wireless_hotspot,1,无线热点,0.0002,,
ad_network_region,1,ad network 区域,0.0002,,
adopted_character,1,已通过的字符( C),0.0002,,
adult_entertainer,1,成人( N),0.0002,,
alternate_persona,1,备用人名( P),0.0002,,
bangladeshipeople,1,黑帮,0.0002,,
barossavalleywine,1,萨瓦利酒,0.0002,,
birdwatching_term,1,观鸟时间,0.0002,,
bridge_tournament,1,桥形路径( T),0.0002,,
business_services,1,商业   服务,0.0002,,
chicken_egg_color,1,鸡尾酒( E),0.0002,,
computer_hardware,1,计算机硬件,0.0002,,
convention_leader,1,公约牵头人,0.0002,,
courier_transport,1,信使 运输,0.0002,,
covering_material,1,覆盖  材料,0.0002,,
crimeandforensics,1,犯罪和司法,0.0002,,
csa_coverage_area,1,csa 覆盖区域,0.0002,,
cultural_movement,1,文化运动,0.0002,,
dance_movie_genre,1,舞蹈 电影 流派,0.0002,,
disputed_location,1,有争议的位置( O),0.0002,,
documented_object,1,文档对象( O),0.0002,,
earmark_recipient,1,指定收件者,0.0002,,
election_campaign,1,选举( C),0.0002,,
energy_technology,1,能源技术,0.0002,,
federal_territory,1,联邦 领土,0.0002,,
fermentation_base,1,发酵 碱,0.0002,,
fictional_symptom,1,虚构 同义词,0.0002,,
file_format_genre,1,文件( F),0.0002,,
funeral_insurance,1,丧葬保险,0.0002,,
handball_position,1,手球位置( P),0.0002,,
historical_events,1,历史事件,0.0002,,
hockey_conference,1,曲棍球会议( C),0.0002,,
identifier_issuer,1,标识符  签发者,0.0002,,
ikariam_buildings,1,结构,0.0002,,
industrystandards,1,工业标准,0.0002,,
manga_illustrator,1,壁画,0.0002,,
martialartsstyles,1,武术风格,0.0002,,
metadata_keyword1,1,元数据键字1,0.0002,,
metropolitan_area,1,大都会区域,0.0002,,
mobile_tv_network,1,移动 tv 网络,0.0002,,
mothersoftheworld,1,世界母亲,0.0002,,
mtg_creature_type,1,mtg creature 类型,0.0002,,
nfl_clothes_horse,1,nfl 布衫 马,0.0002,,
nuclear_moderator,1,核调器,0.0002,,
periodical_format,1,常规( F),0.0002,,
planned_community,1,已规划社区,0.0002,,
police_department,1,警察部门,0.0002,,
practical_problem,1,实际问题,0.0002,,
pro_skateboarders,1,预选板,0.0002,,
public_university,1,公立大学,0.0002,,
real_estate_sales,1,不动产( E),0.0002,,
reality_tv_season,1,现实   tv 季节,0.0002,,
recreational_drug,1,娱乐 药物,0.0002,,
relationship_type,1,关系( T),0.0002,,
release_component,1,释放 组件,0.0002,,
snl_sketch_series,1,snl sketch 序列,0.0002,,
socialsciencedata,1,社会科学数据,0.0002,,
software_platform,1,软件平台,0.0002,,
species_described,1,物种描述( D),0.0002,,
spi_coverage_type,1,spi 覆盖 类型,0.0002,,
sports_exhibition,1,体育活动( Exhibition),0.0002,,
sports_team_coach,1,运动( T),0.0002,,
sports_tournament,1,运动( T),0.0002,,
test_card_creator,1,测试( C),0.0002,,
type_of_ecosystem,1,系统类型( O),0.0002,,
university_system,1,大学系统,0.0002,,
video_store_stock,1,视频  store  stock,0.0002,,
yamahamotorcycles,1,山地冷却机,0.0002,,
accommodation_type,1,住宿类型,0.0002,,
adoptive_character,1,收养( C),0.0002,,
album_content_type,1,相册 内容 类型,0.0002,,
benedictine_abbeys,1,贝内迪克廷 修道院,0.0002,,
camera_film_format,1,相机 电影 格式,0.0002,,
cataloged_instance,1,编目( I),0.0002,,
caucus_chairperson,1,核心小组主席,0.0002,,
conducted_ensemble,1,正在举办的活动( C),0.0002,,
configuration_type,1,配置 类型,0.0002,,
contactor_category,1,联系人  分类,0.0002,,
deadhead_lifestyle,1,死胡同( L),0.0002,,
destruction_method,1,销毁方法( M),0.0002,,
e18_physical_thing,1,e18  物理   东西,0.0002,,
golden_book_author,1,金色  书本  作者,0.0002,,
golden_book_series,1,金色  book  系列,0.0002,,
industry_standards,1,行业 标准,0.0002,,
legal_jurisdiction,1,司法管辖权,0.0002,,
military_character,1,军事( C),0.0002,,
modernbluestocking,1,现代蓝种,0.0002,,
new_zealand_region,1,新泽地  区域,0.0002,,
nps_classification,1,nps 分类,0.0002,,
observance_founder,1,遵守创建者,0.0002,,
participation_role,1,参与 作用,0.0002,,
person_name_suffix,1,人名后缀,0.0002,,
place_in_the_world,1,在 世界中,0.0002,,
place_with_suburbs,1,带子库( W),0.0002,,
productendorsement,1,产品认证,0.0002,,
proficiency_domain,1,熟练程度( D),0.0002,,
rocket_engine_fuel,1,火箭 发动机 燃料,0.0002,,
rocket_launch_site,1,火箭 发射 场地,0.0002,,
sex122638240128936,1,性别 122638240128936,0.0002,,
silent_movie_stars,1,静默  电影  明星,0.0002,,
sports_personality,1,运动 个性,0.0002,,
telescope_platform,1,望远镜( P),0.0002,,
tonywardsinterests,1,利益关系,0.0002,,
type_of_disability,1,残疾类型( O),0.0002,,
type_of_exhibition,1,退出类型( O),0.0002,,
type_of_snl_sketch,1,类型( S),0.0002,,
urban_legend_basis,1,城市  legend  basis,0.0002,,
academic_discipline,1,学术-学科,0.0002,,
anime_manga_creator,1,anime manga 创建器,0.0002,,
apocalyptic_beliefs,1,启示录( B),0.0002,,
autonomous_republic,1,自主公开,0.0002,,
balakrishnapsubaiah,1,巴拉克里什纳普苏拜亚,0.0002,,
biological_organism,1,生物组织,0.0002,,
branches_of_science,1,科学分支( S),0.0002,,
chicken_primary_use,1,母鸡( P),0.0002,,
classic_movie_stars,1,经典电影  明星,0.0002,,
commoning_nutrition,1,营养,0.0002,,
endorsing_newspaper,1,认可报纸( N),0.0002,,
engineering_project,1,工程 项目,0.0002,,
famous_modern_poets,1,著名  现代  诗人,0.0002,,
hornblower_universe,1,角吹风机  单向,0.0002,,
insurance_companies,1,保险 公司,0.0002,,
local_currency_area,1,本地语 货币 地区,0.0002,,
mx_federal_district,1,mx 联邦 地区,0.0002,,
mythological_figure,1,神话学 图,0.0002,,
olympic_torchbearer,1,奥运会( T),0.0002,,
opera_designer_role,1,歌剧设计器  角色,0.0002,,
partitioning_method,1,分区方法( M),0.0002,,
rail_accident_cause,1,铁轨 事故 原因,0.0002,,
real_world_location,1,真实世界( W),0.0002,,
registry_or_country,1,登记( 或),0.0002,,
road_bicycling_race,1,路径 自行车 种族,0.0002,,
skateboarding_movie,1,滑板游戏  电影,0.0002,,
snowboard_companies,1,滑雪板 公司,0.0002,,
softwareengineering,1,软件工程,0.0002,,
special_performance,1,特殊性能( P),0.0002,,
test122565175222537,1,试验122565175222537,0.0002,,
tourists_attraction,1,游客( T),0.0002,,
ubicaci_n_iniciador,1,立方体  n inocidor,0.0002,,
uoa_technology_type,1,uoa 技术 类型,0.0002,,
us_federal_district,1,us 联邦 地区,0.0002,,
video_color_process,1,视频 color 进程,0.0002,,
video_game_composer,1,视频  game  composer,0.0002,,
age_limited_activity,1,年龄( L),0.0002,,
aircraft_model_extra,1,飞机 型号 外部,0.0002,,
american_idol_winner,1,美国   idol  winner,0.0002,,
autonomous_community,1,自主社区,0.0002,,
bestbollywoodactress,1,最佳木工演员,0.0002,,
bridal_shop_services,1,婚礼  商店  服务,0.0002,,
business_development,1,工商发展,0.0002,,
businesseswithimpact,1,有影响的企业,0.0002,,
chinese_ethnic_group,1,中国语   民族   组,0.0002,,
cn_autonomous_region,1,cn 自治地区,0.0002,,
congressional_member,1,国会成员,0.0002,,
countries_in_fiction,1,国家( in),0.0002,,
diggpowerusercounter,1,diggpoweruser 计数器,0.0002,,
divination_technique,1,占卜( T),0.0002,,
e26_physical_feature,1,e26  物理特征,0.0002,,
gas_station_services,1,气位服务( S),0.0002,,
grammatical_category,1,语法类,0.0002,,
graphic_design_style,1,图形( D),0.0002,,
internet_forum_topic,1,互联网 论坛 专题,0.0002,,
kamrunnaharislamickg,1,卡姆伦纳哈里斯拉米克,0.0002,,
legislative_assembly,1,立法( 组装),0.0002,,
mailing_list_subject,1,邮件列表  主题,0.0002,,
martial_art_category,1,武术  类,0.0002,,
mathematical_concept,1,数学概念,0.0002,,
medical_trial_design,1,医疗 审判 设计,0.0002,,
my_federal_territory,1,我的联邦 领土,0.0002,,
nfl_suspending_party,1,nfl 悬浮 party,0.0002,,
nonprofit_leadership,1,非营利组织,0.0002,,
professional_athlete,1,专业( R),0.0002,,
public_radio_network,1,公共 无线电 网络,0.0002,,
rajdhaniexpressmovie,1,rajdhani 表达电影,0.0002,,
regulatory_authority,1,规 则   权威,0.0002,,
smoke122631628616829,1,烟雾122631628616829,0.0002,,
social_psychologists,1,社会心理学家,0.0002,,
special_collectivity,1,特殊( G),0.0002,,
sr_political_analyst,1,政治分析,0.0002,,
thebigbangtheoryshow,1,大爆炸理论秀,0.0002,,
trading_card_company,1,交易牌 公司,0.0002,,
unicornrainbowcheese,1,独角兽脑袋,0.0002,,
virus_classification,1,病毒分类,0.0002,,
adapted_abbeys_in_use,1,已适应( A),0.0002,,
anime_manga_franchise,1,anime manga  授权,0.0002,,
balloonflightpioneers,1,气球飞行器,0.0002,,
branch_of_photography,1,图片分支( O),0.0002,,
business_cliche_genre,1,商业   cliche 流派,0.0002,,
business_group_member,1,商业   组  成员,0.0002,,
cathedrals_in_england,1,大教堂 in 英格兰,0.0002,,
comic_strip_syndicate,1,连环画  strip  syndicate,0.0002,,
deified_roman_emperor,1,已变异的罗马语  emperor,0.0002,,
dog_breed_association,1,犬类( B),0.0002,,
food_festival_subject,1,食物 庆典 主题,0.0002,,
independentpublishing,1,独立出版,0.0002,,
java_script_libraries,1,java script 图书馆,0.0002,,
language_writing_type,1,语言 写入 类型,0.0002,,
location_intersection,1,位置( I),0.0002,,
michellecarusocabrera,1,米切尔卡鲁萨布雷拉,0.0002,,
newyorkcitynewspapers,1,新奥尔良都市报,0.0002,,
object_used_as_weapon,1,对象 作为 武器,0.0002,,
overseas_collectivity,1,海外   集体,0.0002,,
practice_jurisdiction,1,管辖权,0.0002,,
recurring_event_extra,1,重复活动( E),0.0002,,
sports_facility_extra,1,运动 设施 外部,0.0002,,
standard_organization,1,标准组织,0.0002,,
student_radio_station,1,学生 无线电 站,0.0002,,
studios_and_companies,1,工作室 和 公司,0.0002,,
type_of_legal_subject,1,类型 法律 主题,0.0002,,
united_nations_agency,1,统一国家 机构,0.0002,,
vermont_fresh_network,1,vermont 新网络,0.0002,,
appropriate_technology,1,适当技术,0.0002,,
auction_event_services,1,拍卖  活动  服务,0.0002,,
candy_bar_manufacturer,1,糖果 bar 制造商,0.0002,,
chartering_institution,1,租赁机构( I),0.0002,,
commercial_real_estate,1,商业   实体,0.0002,,
commoning_organization,1,共通组织,0.0002,,
cryptid_classification,1,密码( C),0.0002,,
culturaencadenacombase,1,古都兰卡德纳基地,0.0002,,
enniskillenbirdsurvey1,1,幼鸟调查1,0.0002,,
external_rating_source,1,外部( R),0.0002,,
knowledge_worker_trait,1,知识   工人  技能,0.0002,,
lakesintheunitedstates,1,单位状态中的湖泊,0.0002,,
motorcycle_paint_color,1,摩托车( P),0.0002,,
offical_symbol_variety,1,常数( symbol variety),0.0002,,
personal_certification,1,个人认证,0.0002,,
powerstructureresearch,1,动力结构研究,0.0002,,
radio_station_location,1,电台 站点 位置,0.0002,,
rfid_iso_standart_list,1,rfid iso standart list 列表,0.0002,,
skateboarding_location,1,滑板设置( L),0.0002,,
tv_dubbing_performance,1,tv dubing 性能,0.0002,,
ua_autonomous_republic,1,自动公开,0.0002,,
athletics_championships,1,田径锦标赛,0.0002,,
care_bears_tummy_symbol,1,照顾( B),0.0002,,
circus_performance_type,1,马戏团  性能  类型,0.0002,,
cryptid_survey_location,1,密码  调查  位置,0.0002,,
electromagneticspectrum,1,电磁光谱,0.0002,,
es_autonomous_community,1,es 自主 社区,0.0002,,
healthyeatingandfitness,1,健康饮食和适应性,0.0002,,
hotel_grading_authority,1,旅馆  等级  授权,0.0002,,
impersonated_individual,1,冒充  个人,0.0002,,
impersonated_profession,1,冒充 职业,0.0002,,
internet_video_director,1,互联网 视频 导演,0.0002,,
microdata_type_category,1,微数据 类型 类别,0.0002,,
name_suffix_description,1,名称 后缀 描述,0.0002,,
named_mythical_creature,1,名称( M),0.0002,,
ncbitaxonomytowikipedia,1,ncbitaxonomytowikipedia (正辛醇/水分配系数),0.0002,,
nix_software_derivation,1,nix 软件 开发,0.0002,,
orthomolecular_medicine,1,矫形 医学,0.0002,,
schoolanduniversity_com,1,学校与大学 com,0.0002,,
testbase124146351328435,1,试验基地 124146351328435,0.0002,,
typeface_classification,1,类型,0.0002,,
administrative_area_type,1,行政区域 类型,0.0002,,
computer_hardware_vendor,1,计算机   硬件  工具,0.0002,,
graphic_design_specialty,1,图形( D),0.0002,,
high_performance_concern,1,高性能( C),0.0002,,
leed_registered_building,1,leed 注册 构建,0.0002,,
longislandpingpongleague,1,长岛乒乓球协会,0.0002,,
major_league_sports_team,1,主要 同事 体育 团队,0.0002,,
personal_film_appearance,1,个人  电影  出现,0.0002,,
private_military_company,1,私营 军事 公司,0.0002,,
secretarial_service_type,1,秘书  服务  类型,0.0002,,
structure_damaging_event,1,结构( D),0.0002,,
sundancefilmfestival2011,1,2011年太阳电影节,0.0002,,
theater_production_staff,1,剧场 制作 工作人员,0.0002,,
type_of_software_exploit,1,类型 软件 开发,0.0002,,
athletics_discipline_type,1,田径 纪律 类型,0.0002,,
biological_classification,1,生物分类,0.0002,,
canadian_aboriginal_group,1,加拿大语  原始语  组,0.0002,,
capital_metropolitan_city,1,大写   大都会 城市,0.0002,,
internet_video_crewmember,1,互联网 视频 船员,0.0002,,
mariopedoneaccordionmusic,1,马里奥佩德内科迪翁音乐,0.0002,,
permaculture_element_need,1,永久栽培  要素  需要,0.0002,,
presquetoutsurpresquerien,1,预览,0.0002,,
retail_location_clientele,1,零售   位置  客户端,0.0002,,
state_in_free_association,1,状态   in free assition,0.0002,,
suffered_nasty_nfl_injury,1,遭受伤害( N),0.0002,,
us_state_governor_current,1,us 状态( G),0.0002,,
baseball_coaching_position,1,棒球   coaching  位置,0.0002,,
e63_beginning_of_existence,1,e63  开始  存在,0.0002,,
fictional_object_destroyer,1,虚构对象( O),0.0002,,
glenn_scott_davis_doctor_g,1,缩写 scott davis 博士 g,0.0002,,
import_export_service_type,1,导入  导出  service type,0.0002,,
major_league_baseball_team,1,主队 同事 篮球 小队,0.0002,,
medical_market_opportunity,1,医疗 市场 机会,0.0002,,
membership_of_dail_eireann,1,成员( dail eireann),0.0002,,
monstrous_works_of_fiction,1,可怕的  工作  虚构,0.0002,,
sail_training_organization,1,帆船 培训 组织,0.0002,,
teslasciencedigitalarchive,1,三角科学数字化,0.0002,,
architectural_structure_use,1,结构( U),0.0002,,
audio_recording_contributor,1,音频 录音 贡献者,0.0002,,
boating_supplies_categories,1,划船  服务  类别,0.0002,,
chemical_compound_extension,1,化学   复合  扩展,0.0002,,
computer_game_engine_family,1,计算机 游戏 引擎 家庭,0.0002,,
cricket_administrative_body,1,板球 行政单位,0.0002,,
disaster_affected_structure,1,灾难( E),0.0002,,
european_capital_of_culture,1,欧洲  首都  文化,0.0002,,
event_of_disputed_occurance,1,争议( O),0.0002,,
multimedia_performance_type,1,多媒体  性能  类型,0.0002,,
olympic_athlete_affiliation,1,奥运 运动员 附属,0.0002,,
opera_production_staff_role,1,歌剧  制作  工作人员  角色,0.0002,,
piratesofthewirralpeninsula,1,维拉尔佩宁苏拉的海盗,0.0002,,
programming_language_family,1,编程 语言 家庭,0.0002,,
projected_coordinate_system,1,预测的( C),0.0002,,
raiders_hall_of_fame_member,1,突袭者  hall of fame member(成员),0.0002,,
transit_application_creator,1,transit application 创建器,0.0002,,
tv_star_dubbing_performance,1,tv star dubing 性能,0.0002,,
verifiable_statement_author,1,可核查的语句  作者,0.0002,,
vocal_recording_contributor,1,声优 录音 贡献者,0.0002,,
arabic_language_media_source,1,阿拉伯语   语言  媒体  来源,0.0002,,
military_resource_in_fiction,1,军事( R),0.0002,,
new_zealand_regional_council,1,新建 zealand regional council,0.0002,,
political_donation_recipient,1,政治捐助 接受方,0.0002,,
subject_of_strange_ebay_item,1,名称( S),0.0002,,
verifiable_statement_subject,1,可核实的语句  主题,0.0002,,
fictional_spacecraft_designer,1,虚构   航天器  设计器,0.0002,,
library_classification_system,1,库 分类 系统,0.0002,,
new_zealand_unitary_authority,1,新泽地语  统一处理器  权威,0.0002,,
special_collections_libraries,1,特殊( C),0.0002,,
x19thcenturyprisonphotography,1,x19世纪监狱摄影,0.0002,,
cultural_reference_destination,1,语法,0.0002,,
french_travellers_and_voyagers,1,法国语   旅行者  和   流浪者,0.0002,,
internet_video_production_role,1,互联网 视频 生产 作用,0.0002,,
nfl_draft_diamond_in_the_rough,1,nfl draft diamond in the rough (中文(简体) ).,0.0002,,
pipeline_transported_substance,1,管道 运输 物质,0.0002,,
professional_wrestling_manager,1,职业( W),0.0002,,
type_of_law_enforcement_agency,1,类型 法律 执法 机构,0.0002,,
british_travellers_and_voyagers,1,英国语   旅行者  和   流浪者,0.0002,,
entity_used_in_trade_statistics,1,实体  已使用  贸易  统计,0.0002,,
knowledge_worker_practice_scope,1,知识   工作者  实践  范围,0.0002,,
manufactured_component_category,1,已制造的   组件  类别,0.0002,,
multimedia_performance_director,1,多媒体  性能  导演,0.0002,,
traffic_survey_vehicle_category,1,流量 调查 车辆 类别,0.0002,,
type_of_law_enforcement_officer,1,类型 法律 执法 官员,0.0002,,
computer_consulting_service_type,1,计算机 咨询 服务 类型,0.0002,,
fictional_universe_with_triggers,1,虚构的  单向  有  触发,0.0002,,
impersonated_fictional_character,1,冒充 虚构 字符,0.0002,,
lighthouse_construction_material,1,灯塔 建筑 材料,0.0002,,
movies_featuring_wham_o_products,1,电影 featuring wham o 产品,0.0002,,
nascar_racing_organization_owner,1,nascar racing organization 拥有者,0.0002,,
near_earth_object_classification,1,临近( E),0.0002,,
searchengineoptimizationprovider,1,搜索引擎优化提供者,0.0002,,
religious_organization_leadership,1,宗教组织 领导权,0.0002,,
chivalric_title_gender_equivalency,1,骑士 标题 性别 等效,0.0002,,
gender_or_age_specific_animal_name,1,性别 或年龄 特定 动物 名称,0.0002,,
test_match_special_commentary_role,1,测试  match  special commentary 作用,0.0002,,
educational_institutions_in_ireland,1,教育   机构  内地,0.0002,,
multimedia_musical_performance_type,1,多媒体 音乐 性能 类型,0.0002,,
cedam_wonder_of_the_underwater_world,1,(原始内容存档于2018-09-21) (英语). chedam wonder of the underwater world,0.0002,,
hotels_that_have_been_reviewed_online,1,酒店   有   been  reviewed  online,0.0002,,
person_with_alleged_paranormal_powers,1,带有 据称 超自然 力量的人物,0.0002,,
road_bicycling_race_abandonment_cause,1,road bicycling race  absendonment cause (英语:,0.0002,,
football_tournament_participating_team,1,足球  球队  参赛  团队,0.0002,,
application_related_to_faceted_browsing,1,应用程序  关联  到  面部  浏览,0.0002,,
star_shaped_cities_and_citadels_of_italy,1,恒星  形状  城市  和  citadels of italy,0.0002,,
departamentodecciadelauniversidaddesevilla,1,大学教育,0.0002,,
star_shaped_cities_and_citadels_in_austria,1,恒星  形状  城市  和  citadels  in  austria,0.0002,,
star_shaped_cities_and_citadels_in_belgium,1,恒星 形状 城市 和 citadels in belgium,0.0002,,
star_shaped_cities_and_citadels_in_denmark,1,恒星 形状 城市 和 citadels in denmark,0.0002,,
star_shaped_cities_and_citadels_in_holland,1,恒星  形状  城市  和  citadels  in holland,0.0002,,
morstministryofresearchscienceandtechnology,1,科学研究和技术部,0.0002,,
writersvalleyblogsfreewebsitessocialnetworks,1,作家valleyblogsfreewebsitessocial网络,0.0002,,
star_shaped_cities_and_citadels_in_switzerland,1,恒星  形状  城市  和  citadels in switzerland,0.0002,,
